from	to	count	docs
hemodiálisis	hemograma	1	 32222713_ES
ecocardiograma	intubación	1	 32423738_ES
ecografía abdominal	frotis nasofaríngeos	1	 32427161_ES
evaluación neurológica	hidratación iv	1	 32426200_ES
cesárea	ventilación no invasiva	1	 32594429_ES
radiografía torácica	ventilación mecánica invasiva	2	 32586778_ES, 32622819A_ES
evaluación neurológica	fisioterapia	1	 32426200_ES
exploración física	ventilación mecánica no invasiva	1	 32360384_ES
fisioterapia	hidratación iv	1	 32426200_ES
TAC	hemocultivos	4	 32607564_ES, 32638890_ES, 32360439-B_ES, 32639461_ES
análisis de sangre	traqueostomía	1	 32620682_ES
frotis nasofaríngeo	pruebas hematológicas	1	 32637086B_ES
angiotomografía craneomaxilofacial	exploración física	1	 32360439-B_ES
análisis de orina	hemograma	1	 32318729_ES
hemocultivos	oxigenoterapia con cánula nasal	1	 32602267_ES
frotis nasofaríngeos y orofaríngeos	rtpcr	1	 32198834_ES
aptc	oxigenoterapia	1	 32631838_ES
RMN	oxigenoterapia	4	 32554425_ES, 32586958_ES, 32592761_ES, 32617903B_ES
oxigenoterapia con cánula nasal	ventilación no invasiva	2	 32602267_ES, 32612465A_ES
tratamiento antibiótico	urocultivos	1	 32292867_ES
angiografía coronaria	exploración física	2	 32607304_Es, 32363351_ES
RMN cardiaca	oxígeno	1	 32427645_ES
ecocardiograma	ventilación mecánica no invasiva	2	 32360384_ES,32363336_ES
ECG	ecografía pulmonar	2	 32399449-B_ES, 32423911_ES
IET	frotis nasal	1	32360384_ES
TAC torácica	prueba de covid19	1	 32222713_ES
terapia antivírica	ventilación mecánica	2	 32607564_ES, 32247642_ES
TAC cerebral	tratamiento anticoagulante	1	 32648092B_ES
cesárea	respiración asistida	1	 32363217_ES
TAC torácica	radiografías torácicas	2	 32179908_ES, 32222713_ES
hidratación iv	radiografía torácica	2	 32426200_ES, 32606105_ES
lavado broncoalveolar	tratamiento antibacteriano	1	 32607564_ES
hemograma	radiografías torácicas	2	 32586958_ES, 32222713_ES
angiografía por TAC	electrocardiograma	1	 32353183-B_ES
análisis del líquido cefalorraquídeo	intubación endotraqueal	1	 32589794_ES
RMN cerebral	terapia antibiótica	1	 32554425_ES
frotis orofaríngeo	prueba de rtpcr	1	 32359804_ES
ecocardiograma transtorácico	resonancia magnética cardiaca	1	 32267502_ES
ECG	telemetría	1	 32360439_ES
intubación	lavado broncoalveolar	1	32554811_ES
hemocultivos	intervención coronaria percutánea	1	 32222713_ES
auscultación pulmonar posterior	radiografía torácica anteroposterior	1	32612435_ES
análisis de sangre	rehabilitación	1	 32588185_ES
oxígeno	ventilación protectora	1	 32637327A_ES
análisis de sangre	gasometría	4	 32161941_ES, 32399950_ES, 32351657_ES, 32399451_ES
25 de marzo	27 de abril	1	 32617903A_ES
18 de febrero de 2020	febrero	1	 32161941_ES
2 de febrero de 2020	shanghai	1	32119083_ES
enero de 2020	wuhan	1	 32032497_ES
64 anos	mujer	1	 32201125_ES
20 de marzo	hombre	1	 32612465C_ES
14 de abril	35 anos	1	32585767_ES
enero de 2020	febrero	1	32293714_ES
66 anos	mujer	1	 32588185_ES
10 de mayo	mayo	1	32638347A_ES
enero de 2020	nina	1	 32179908_ES
23 de marzo de 2020	mujer	1	 32631645_ES
16 de abril de 2020	27 de abril	1	32638347C_ES
6 de marzo de 2020	cincuenta anos	1	32247016_ES
57 anos	marzo de 2020	1	32644205_ES
11 de febrero	2 de febrero de 2020	1	32119083_ES
18 de febrero de 2020	wuhan	1	 32161941_ES
18 de febrero de 2020	5 de febrero	1	 32161941_ES
25 de marzo de 2020	26 de marzo de 2020	1	32363336_ES
26 anos	marzo de 2020	1	 32363336-B_ES
29 de febrero	marzo	1	 32294258_ES
21 de enero de 2020	china	2	 32073161_ES, 32238024_ES
21 anos	nino	1	 32320556_ES
nina	provincia de hubei	1	 32179908_ES
estados unidos	marzo de 2020	1	 32222713_ES
25 de marzo	57 anos	1	32644205_ES
31 de marzo	hombre	1	 32617903B_ES
28 de febrero	9 de marzo	1	 32276139_ES
10 de febrero	27 de febrero	1	32283294_ES
2 de febrero de 2020	4 de febrero de 2020	1	 32179908_ES
5 anos	nino	1	 32583150A_ES
12 de marzo de 2020	42 anos	1	 32247642_ES
16 de febrero	27 de febrero	1	32283294_ES
4 de febrero de 2020	46 anos	1	32165205_ES
51 anos	lubeck	1	 32651243_ES
66 anos	varon	1	 32402416­_ES
6 de febrero	wuhan	1	 32276139_ES
4 de febrero	enero	1	 32207255_ES
11 de febrero	4 de febrero	1	32119083_ES
21 de enero de 2020	27 anos	1	 32073161_ES
24 de marzo de 2020	84 anos	1	32638347A_ES
2016	enero de 2020	1	 32222713_ES
2 de febrero de 2020	provincia de hubei	1	 32179908_ES
5 de febrero	nino	1	 32161941_ES
27 de febrero	marzo	1	 32276139_B_ES
china	febrero	1	 32119083_ES
71 anos	hombre	2	 32587121_ES, 32612465C_ES
estados unidos	lubeck	1	 32651243_ES
12 de marzo	14 de marzo	1	32612465B_ES
34 anos	mujer	1	 32161941_ES
21 anos	mujer	2	 32282027_ES, 32320556_ES
marzo	mujer	5	 32294258_ES, 32612465A_ES, 32653960_ES, 32276139_C_ES, 32638347A_ES
34 anos	4 de febrero de 2020	1	 32161941_ES
10 de febrero	ciudad de wuhan	1	 32293714_ES
enero de 2020	marzo de 2020	1	 32222713_ES
10 de marzo	7 de marzo	1	32359711_ES
china	mujer	1	 32238024_ES
abril	hombre	1	 32617903B_ES
51 anos	estados unidos	1	 32651243_ES
13 de noviembre de 2019	wuhan	1	32292053_ES
59 anos	francia	1	 32623310_ES
34 anos	wuhan	1	 32161941_ES
afroamericana	estados unidos	1	32363336_ES
4 de febrero de 2020	nina	1	 32179908_ES
9 de marzo	mujer	1	 32276139_ES
23 de mayo	27 de abril	1	32638347C_ES
74 anos	hombre	1	 32329981_ES
28 de febrero	6 de febrero	1	 32276139_ES
26 de marzo de 2020	marzo	1	 32606105_ES
4 de febrero de 2020	wuhan	1	 32161941_ES
23 de marzo de 2020	hospital universitario de amiens	1	32594151_ES
50 anos	enero	1	32085846_ES
1 de febrero de 2020	7 de marzo	1	32359711_ES
84 anos	mujer	1	 32638347C_ES
francia	nino	1	32594151_ES
8 de marzo	mujer	1	 32553608­_A_ES
12 de marzo de 2020	83 anos	1	32412848_ES
70 anos	abril	1	 32359804_ES
12 de marzo de 2020	50 anos	1	 32606044_ES
china	enero de 2020	2	 32292904_ES, 32179908_ES
japon	wuhan	1	 32238024_ES
16 de febrero	hombre	1	 32293714_ES
10 de mayo	84 anos	1	32638347A_ES
35 anos	madrid	1	32585767_ES
4 de febrero de 2020	mujer	1	 32161941_ES
marzo	mayo	1	 32653960_ES
14 de febrero	18 de febrero de 2020	1	32165205_ES
26 de marzo de 2020	31 de marzo	1	 32606105_ES
35 anos	EE	1	32585767_ES
50 anos	hombre	1	 32606044_ES
afroamericana	marzo	1	 32612465A_ES
17 de marzo	26 de marzo	1	 32612465D_ES
26 anos	mujer	1	 32363336-B_ES
china	wuhan	3	 32238024_ES, 32266524_ES, 32269194_ES
EE	hombre	1	 32622483_ES
50 anos	marzo	1	 32606044_ES
marzo	marzo de 2020	1	 32653960_ES
mayo de 2020	varon	1	 32607564_ES
28 de febrero	wuhan	1	 32276139_ES
5 de febrero	febrero	1	 32161941_ES
64 anos	wuhan	1	 32201125_ES
30 de enero	61 anos	1	 32246917_ES
25 de marzo de 2020	abril de 2020	1	32363336_ES
10 de febrero	wuhan	1	 32207255_ES
15 de abril	17 de marzo	1	32415334_ES
19 de abril de 2020	mayo de 2020	1	32620682_ES
58 anos	hombre	2	 32612465B_ES, 32590204_ES
mayo	mujer	1	 32653960_ES
12 de marzo	afroamericana	1	 32612465A_ES
5 de febrero	mujer	1	 32161941_ES
31 de marzo	marzo	1	 32606105_ES
56 anos	enero de 2020	1	 32222713_ES
shanghai	wuhan	1	 32201125_ES
43 anos	varon	1	32364123_ES
17 de marzo	lubeck	1	32415334_ES
enero de 2020	provincia de hubei	1	 32179908_ES
27 anos	mujer	2	 32294273_ES, 32590725_ES
10 de febrero	hombre	1	 32293714_ES
18 de febrero de 2020	4 de febrero	1	 32161941_ES
6 de febrero	9 de marzo	1	 32276139_ES
25 de marzo	marzo de 2020	1	32644205_ES
febrero	nino	2	 32161941_ES, 32119083_ES
7 anos	abril	1	32653960_ES
18 de abril	57 anos	1	32644205_ES
japon	mujer	1	 32238024_ES
29 de febrero	7 de marzo	1	32359711_ES
EE	madrid	1	32585767_ES
estados unidos	mujer	1	32363336_ES
6 de marzo de 2020	hombre	1	 32622819A_ES
10 de marzo	29 de febrero	1	32359711_ES
marzo	nino	1	 32606105_ES
15 de marzo	26 de marzo	1	 32612465D_ES
15 de mayo	mujer	1	 32638347C_ES
10 de marzo	12 de marzo	1	 32612465A_ES
20 de marzo	71 anos	1	 32612465C_ES
10 de mayo	24 de marzo de 2020	1	32638347A_ES
abril	mujer	1	 32359804_ES
4 de febrero	6 de febrero	1	32119083_ES
enero de 2020	estados unidos	1	 32222713_ES
27 de abril	hombre	2	 32617903A_ES, 32617903B_ES
hombre	mujer	1	 32282871_ES
66 anos	marzo de 2020	1	 32401344_ES
21 anos	hombre	1	 32586958_ES
34 anos	febrero	1	 32161941_ES
20 de febrero	mujer	1	 32276139_C_ES
10 de marzo	marzo	1	 32612465A_ES
1 de febrero de 2020	mujer	1	 32232784_ES
12 de enero	enero	1	32085846_ES
abril de 2020	estados unidos	1	32363336_ES
14 de febrero	46 anos	1	32165205_ES
daegu	estados unidos	1	 32222713_ES
63 anos	abril de 2020	1	 32639089_ES
26 de marzo de 2020	marzo de 2020	1	 32650881_ES
50 anos	enero de 2020	1	 32292904_ES
14 de marzo	26 de marzo	2	 32612465D_ES,32612465B_ES
24 de marzo de 2020	mayo	1	32638347A_ES
afroamericana	mujer	4	32363336_ES, 32612465A_ES, 32292867_ES, 32602610_ES
12 de marzo	marzo	1	 32612465A_ES
23 de marzo de 2020	nino	1	32594151_ES
15 de abril	marzo	1	32415334_ES
15 de marzo	17 de marzo	1	 32612465D_ES
25 de febrero	27 de febrero	1	 32276139_B_ES
51 anos	italia	1	32205138_ES
enero	wuhan	1	 32207255_ES
20 de febrero	44 anos	1	 32276139_C_ES
25 de febrero	cincuenta anos	1	32247016_ES
80 anos	mujer	1	 32245909_ES
26 de marzo de 2020	hombre	1	 32650881_ES
24 de marzo de 2020	hombre	1	 32650881_ES
4 de febrero de 2020	enero de 2020	1	 32179908_ES
2 de febrero de 2020	6 de febrero	1	32119083_ES
4 de marzo	mujer	1	 32294258_ES
64 anos	enero de 2020	1	32293714_ES
44 anos	marzo	1	 32276139_C_ES
2017	74 anos	1	 32586778_ES
16 de febrero	24 de febrero	1	32283294_ES
59 anos	mujer	2	 32402687_ES, 32623310_ES
27 anos	china	1	 32073161_ES
29 anos	marzo	1	 32653960_ES
27 de febrero	hombre	1	 32276139_B_ES
febrero	marzo	1	 32276139_C_ES
32 anos	hombre	1	 32402687-B_ES
francia	hospital universitario de amiens	1	32594151_ES
69 anos	italia	1	 32275347_ES
68 anos	hombre	1	 32622483_ES
4 de febrero	4 de febrero de 2020	1	 32161941_ES
abril de 2020	marzo de 2020	1	 32639089_ES
daegu	marzo de 2020	1	 32222713_ES
15 de mayo	84 anos	1	 32638347C_ES
18 de abril	marzo de 2020	1	32644205_ES
ciudad de wuhan	hombre	1	 32293714_ES
10 de febrero	24 de febrero	1	32283294_ES
15 de marzo de 2020	31 de marzo	1	32267140_ES
EE	italia	1	 32415334_ES
34 anos	4 de febrero	1	 32161941_ES
64 anos	febrero	1	32293714_ES
34 anos	nino	1	 32161941_ES
63 anos	marzo de 2020	1	 32639089_ES
15 de marzo	71 anos	1	 32612465C_ES
2016	daegu	1	 32222713_ES
35 anos	japon	1	 32238024_ES
26 de marzo de 2020	afroamericana	1	32363336_ES
4 de febrero	shanghai	1	32119083_ES
12 de covid	29 anos	1	32637327B_ES
13 de marzo	20 de marzo	1	32294258_ES
2016	marzo de 2020	1	 32222713_ES
11 de febrero	6 de febrero	1	32119083_ES
2 de febrero de 2020	china	1	 32179908_ES
escocia	italia	1	32205138_ES
marzo de 2020	mujer	3	 3229222_ES, 32653960_ES, 32363336-B_ES
23 de marzo de 2020	abril de 2020	1	 32631645_ES
china	hangzhou	1	32232784_ES
4 de marzo	hombre	1	 32276139_B_ES
26 de marzo de 2020	estados unidos	1	32363336_ES
15 de mayo	brasil	1	32653906_ES
10 de febrero	25 de febrero	1	 32293714_ES
5 anos	nina	1	32640066_ES
29 de febrero	mujer	1	 32294258_ES
hombre	marzo de 2020	4	 32639089_ES, 32650881_ES, 32401344_ES,32644205_ES
16 de marzo	8 de marzo	1	32612465A_ES
4 de febrero	febrero	1	 32161941_ES
21 de enero de 2020	50 anos	1	32085846_ES
72 anos	hombre	1	 32427774_ES
14 de marzo	17 de marzo	1	 32612465D_ES
29	provincia de hubei	1	32277408_ES
14 de febrero	20 de febrero	1	32165205_ES
21 de enero de 2020	35 anos	1	 32238024_ES
50 anos	china	1	 32292904_ES
20 de marzo	32 anos	1	32294258_ES
china	nina	1	 32179908_ES
24 de marzo de 2020	26 de marzo de 2020	1	 32650881_ES
75 anos	mujer	1	 32615807B_ES
15 anos	brasil	1	32653906_ES
10 de febrero	enero	1	 32207255_ES
65 anos	hombre	1	 32282871_ES
abril de 2020	afroamericana	1	32363336_ES
35 anos	mujer	1	 32238024_ES
28 de febrero	mujer	1	 32276139_ES
29 anos	marzo de 2020	1	 32653960_ES
26 de marzo de 2020	nino	1	 32606105_ES
4 de febrero de 2020	nino	1	 32161941_ES
6 de febrero	shanghai	1	32119083_ES
1 de febrero de 2020	10 de marzo	1	32359711_ES
francia	mujer	1	 32623310_ES
35 anos	wuhan	1	 32238024_ES
21 de enero de 2020	enero	1	32085846_ES
20 de enero	febrero	1	32293714_ES
26 de marzo de 2020	abril de 2020	1	32363336_ES
34 anos	5 de febrero	1	 32161941_ES
22 de marzo de 2020	68 anos	1	32619798_ES
mayo	varon	1	 32607564_ES
84 anos	mayo	1	32638347A_ES
18 de febrero de 2020	nino	1	 32161941_ES
14 de febrero	4 de febrero de 2020	1	32165205_ES
21 de abril	29 de marzo	1	32617903B_ES
27 de abril	abril	1	 32617903B_ES
mujer	wuhan	4	 32201125_ES, 32161941_ES, 32276139_ES, 32238024_ES
2016	28 de febrero	1	 32198834_ES
25 de marzo de 2020	afroamericana	1	32363336_ES
1 de febrero de 2020	29 de febrero	1	32359711_ES
2016	estados unidos	1	 32222713_ES
21 de abril	mujer	1	 32638347B_ES
18 de febrero de 2020	mujer	1	 32161941_ES
15 anos	15 de mayo	1	32653906_ES
26 de marzo de 2020	mujer	1	32363336_ES
20 de febrero	febrero	1	 32276139_C_ES
5 de febrero	wuhan	1	 32161941_ES
mujer	shanghai	1	 32201125_ES
9 de marzo	wuhan	1	 32276139_ES
44 anos	febrero	1	 32276139_C_ES
4 de febrero	nino	1	 32161941_ES
20 de enero	enero de 2020	1	32293714_ES
6 de febrero	mujer	1	 32276139_ES
27 de febrero	4 de marzo	1	 32276139_B_ES
83 anos	mujer	1	 32360439-B_ES
27 de abril	75 anos	1	 32617903A_ES
4 de febrero de 2020	5 de febrero	1	 32161941_ES
71 anos	hospital e prontosocorro delphina rinaldi abdel aziz	1	32638890_ES
20 de enero	64 anos	1	32293714_ES
23 de marzo de 2020	francia	1	32594151_ES
china	nino	2	 32292053_ES, 32119083_ES
12 de enero	21 de enero de 2020	1	32085846_ES
29	51 anos	1	 32651243_ES
29 anos	mayo	1	 32653960_ES
11 de febrero	shanghai	1	32119083_ES
75 anos	hombre	2	 32617903A_ES, 32353183-B_ES
29	lubeck	1	 32651243_ES
18 de febrero de 2020	4 de febrero de 2020	2	 32161941_ES,32165205_ES
4 de febrero de 2020	provincia de hubei	1	 32179908_ES
70 anos	mujer	1	 32359804_ES
31 de marzo	abril	1	 32617903B_ES
9 de marzo	cincuenta anos	1	32247016_ES
51 anos	hombre	2	 32556106_ES, 32607304_Es
25 de marzo	hombre	3	 32617903A_ES, 32553608­B_ES,32644205_ES
4 de febrero de 2020	febrero	1	 32161941_ES
21 de enero de 2020	wuhan	1	 32238024_ES
15 de marzo de 2020	66 anos	1	 32588185_ES
marzo de 2020	mayo	1	 32653960_ES
30 de enero	31 de enero	1	32238024_ES
18 de abril	25 de marzo	1	32644205_ES
25 de marzo de 2020	estados unidos	1	32363336_ES
25 de febrero	6 de marzo de 2020	1	32247016_ES
30 de enero	mujer	1	 32246917_ES
31 de marzo	nino	1	 32606105_ES
46 anos	hombre	2	 32557532_ES, 32637086A_ES
1 de febrero	5 de febrero	1	32207255_ES
56 anos	daegu	1	 32222713_ES
12 de marzo de 2020	hombre	1	 32606044_ES
brasil	italia	1	 32267461_ES
4 de febrero	mujer	1	 32161941_ES
56 anos	marzo de 2020	1	 32222713_ES
12 de enero	50 anos	1	32085846_ES
12 de marzo de 2020	marzo	1	 32606044_ES
12 de marzo	26 de marzo	1	32612465B_ES
18 de abril	hombre	1	32644205_ES
16 de febrero	ciudad de wuhan	1	 32293714_ES
10 de febrero	16 de febrero	2	 32293714_ES,32283294_ES
abril de 2020	japon	1	 32611659_ES
6 de marzo de 2020	9 de marzo	1	32247016_ES
16 de febrero	25 de febrero	1	 32293714_ES
4 de febrero	wuhan	2	 32161941_ES, 32207255_ES
6 anos	nina	1	 32633439_ES
madrid	marzo de 2020	1	 32352487_ES
febrero	wuhan	1	 32161941_ES
63 anos	hombre	1	 32639089_ES
15 de abril	lubeck	1	32415334_ES
29 de febrero	4 de marzo	1	 32294258_ES
6 anos	polonia	1	32636116_ES
25 de febrero	hombre	2	 32293714_ES, 32276139_B_ES
abril de 2020	hombre	1	 32639089_ES
68 anos	EE	1	 32622483_ES
18 de febrero de 2020	46 anos	1	32165205_ES
mujer	nino	4	 32161941_ES, 32614251_ES, 32590725_ES, 32320556_ES
2 de febrero de 2020	nina	1	 32179908_ES
64 anos	shanghai	1	 32201125_ES
28 de febrero de 2020	4 de marzo	1	32417987_ES
21 de enero de 2020	mujer	1	 32238024_ES
16 de abril de 2020	23 de mayo	1	32638347C_ES
15 de marzo	hombre	1	 32612465C_ES
70 anos	hombre	1	 32292915_ES
25 de marzo de 2020	mujer	1	32363336_ES
hombre	marzo	2	 32276139_B_ES, 32606044_ES
50 anos	mujer	1	 32615807A_ES
13 de marzo	32 anos	1	32294258_ES
25 de marzo	75 anos	1	 32617903A_ES
4 de febrero de 2020	china	1	 32179908_ES
18 de febrero de 2020	20 de febrero	1	32165205_ES
14 de abril	EE	1	32585767_ES
marzo de 2020	nina	1	 32318729_ES
2 de febrero de 2020	4 de febrero	1	32119083_ES
25 de febrero	4 de marzo	1	 32276139_B_ES
18 de febrero de 2020	34 anos	1	 32161941_ES
20 de febrero	marzo	1	 32276139_C_ES
10 de marzo	mujer	1	 32612465A_ES
13 de febrero	28 de febrero	1	32276139_C_ES
lubeck	marzo	1	32415334_ES
mayo	mayo de 2020	1	 32607564_ES
35 anos	estados unidos	1	 32618794_ES
14 de abril	madrid	1	32585767_ES
21 de abril	abril de 2020	1	 32638347B_ES
2016	56 anos	1	 32222713_ES
43 anos	mujer	1	 32267502_ES
15 de marzo	20 de marzo	1	 32612465C_ES
24 de marzo de 2020	marzo de 2020	1	 32650881_ES
abril de 2020	mujer	3	 32631645_ES,32363336_ES, 32638347B_ES
24 de febrero	27 de febrero	1	32283294_ES
57 anos	china	1	 32174057_ES
2 de febrero de 2020	enero de 2020	1	 32179908_ES
65 anos	mujer	1	 32282871_ES
10 de marzo	afroamericana	1	 32612465A_ES
66 anos	hombre	1	 32401344_ES
12 de marzo	mujer	1	 32612465A_ES
20 de febrero	46 anos	1	32165205_ES
15 de marzo de 2020	mujer	1	 32588185_ES
nino	wuhan	1	 32161941_ES
61 anos	mujer	2	 32631646_ES, 32246917_ES
10 de febrero	4 de febrero	1	 32207255_ES
29	estados unidos	1	 32651243_ES
china	japon	1	 32238024_ES
35 anos	china	1	 32238024_ES
56 anos	estados unidos	1	 32222713_ES
25 de febrero	marzo	1	 32276139_B_ES
14 de marzo	15 de marzo	1	 32612465D_ES
69 anos	hombre	1	 32589794_ES
17 de marzo	marzo	1	32415334_ES
4 de marzo	marzo	2	 32294258_ES, 32276139_B_ES
44 anos	mujer	1	 32276139_C_ES
25 de febrero	ciudad de wuhan	1	 32293714_ES
hospital universitario de amiens	nino	1	32594151_ES
27 de abril	31 de marzo	1	 32617903B_ES
27 anos	nino	1	 32590725_ES
29 anos	mujer	1	 32653960_ES
febrero	mujer	3	 32161941_ES, 32276139_C_ES, 32165205_ES
16 de abril de 2020	marzo de 2020	1	 32620682_ES
daegu	enero de 2020	1	 32222713_ES
51 anos	escocia	1	32205138_ES
25 de febrero	9 de marzo	1	32247016_ES
4 de febrero	5 de febrero	1	 32161941_ES
57 anos	hombre	2	 32588475_ES,32644205_ES
20 de febrero	4 de febrero de 2020	1	32165205_ES
china	provincia de hubei	1	 32179908_ES
21 de enero de 2020	japon	1	 32238024_ES
adenovirus	hombre	2	 32418288_ES, 32207255_ES
fusarium proliferatum	hongos	1	32619736_ES
coronavirus	hombre	13	 32593478_ES, 32282312_ES, 32563170_ES, 32586778_ES, 32269194_ES, 32605766_ES, 32619798_ES, 32359711_ES, 32250095_ES, 32317275_ES, 32609542_ES, 32266524_ES, 32631838_ES
hombre	humano	2	 32277408_ES, 32073161_ES
bacterias	humano	1	32594151_ES
CMV	virus	2	 32399451_ES, 32607564_ES
legionella pneumophila	toxoplasma gondii	1	 32161941_ES
bacterias	coronavirus	1	 32602267_ES
parvovirus B19	virus de la hepatitis C	1	 32352487_ES
legionella pneumophila	rickettsia	1	 32161941_ES
coronavirus	vírico	3	 32282312_ES, 32320556_ES, 32363217_ES
bacilos	hombre	1	 32611659_ES
animales	coronavirus	1	32238024_ES
coronavirus	mycoplasma pneumoniae	1	 32584431_ES
C koseri	bacterias	1	32594151_ES
bacilos	hongos	1	 32611659_ES
